"","Region","Market","Chart","Name","Unit","Year","Value"
"838","United Kingdom","Digital Advertising","Ad Spending Share (Non-)Programmatic","Programmatic","percent","2024",85.278
"839","United Kingdom","Digital Advertising","Ad Spending Share (Non-)Programmatic","Programmatic","percent","2025",86.119
"840","United Kingdom","Digital Advertising","Ad Spending Share (Non-)Programmatic","Programmatic","percent","2026",86.973
"841","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2017",NA
"842","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2018",-6.922
"843","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2019",-7.138
"844","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2020",-8.431
"845","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2021",-3.172
"846","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2022",-5.385
"847","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2023",-5.491
"848","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2024",-5.842
"849","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2025",-5.712
"850","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Non-Programmatic","percent","2026",-6.153
"851","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2017",NA
"852","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2018",2.046
"853","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2019",1.925
"854","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2020",2.071
"855","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2021",0.699
"856","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2022",1.141
"857","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2023",1.088
"858","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2024",1.083
"859","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2025",0.986
"860","United Kingdom","Digital Advertising","Ad Spending Growth (Non-)Programmatic","Programmatic","percent","2026",0.992
"861","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2017",285.353
"862","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2018",329.498
"863","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2019",346.117
"864","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2020",360.026
"865","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2021",432.919
"866","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2022",475.626
"867","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2023",504.225
"868","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2024",531.981
"869","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2025",560.578
"870","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Total","USD (US$)","2026",591.647
"871","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2017",79.658
"872","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2018",96.582
"873","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2019",105.548
"874","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2020",119.083
"875","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2021",139.734
"876","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2022",150.182
"877","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2023",156.414
"878","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2024",161.802
"879","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2025",166.462
"880","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Banner Advertising","USD (US$)","2026",172.063
"881","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2017",28.551
"882","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2018",30.07
"883","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2019",29.258
"884","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2020",27.408
"885","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2021",31.029
"886","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2022",32.652
"887","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2023",33.221
"888","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2024",33.54
"889","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2025",33.879
"890","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Classifieds","USD (US$)","2026",34.291
"891","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2017",136.449
"892","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2018",152.597
"893","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2019",155.684
"894","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2020",153.852
"895","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2021",186.086
"896","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2022",206.094
"897","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2023",220.183
"898","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2024",234.994
"899","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2025",250.713
"900","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Search Advertising","USD (US$)","2026",266.805
"901","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2017",56.302
"902","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2018",75.829
"903","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2019",90.34
"904","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2020",108.358
"905","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2021",131.309
"906","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2022",147.862
"907","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2023",160.485
"908","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2024",172.567
"909","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2025",184.621
"910","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Social Media Advertising","USD (US$)","2026",199.194
"911","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2017",40.696
"912","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2018",50.249
"913","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2019",55.628
"914","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2020",59.684
"915","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2021",76.07
"916","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2022",86.698
"917","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2023",94.407
"918","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2024",101.645
"919","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2025",109.525
"920","United Kingdom","Digital Advertising","Average Ad Spending per Internet User by Segment","Video Advertising","USD (US$)","2026",118.487
"921","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2017",3303.494
"922","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2018",4548.735
"923","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2019",5521.198
"924","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2020",6725.699
"925","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2021",8254.644
"926","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2022",9392.775
"927","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2023",10283.183
"928","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2024",11138.468
"929","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2025",11992.568
"930","United Kingdom","Digital Advertising","Ad Spending Social Media","Social Media Advertising","million USD (US$)","2026",13012.506
"931","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2017",NA
"932","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2018",37.695
"933","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2019",21.379
"934","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2020",21.816
"935","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2021",22.733
"936","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2022",13.788
"937","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2023",9.48
"938","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2024",8.317
"939","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2025",7.668
"940","United Kingdom","Digital Advertising","Ad Spending Change","Social Media Advertising","percent","2026",8.505
"941","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2017",80.269
"942","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2018",76.986
"943","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2019",73.899
"944","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2020",69.903
"945","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2021",69.669
"946","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2022",68.912
"947","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2023",68.172
"948","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2024",67.561
"949","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2025",67.066
"950","United Kingdom","Digital Advertising","Share from Digital","Non-Social Media Share","percent","2026",66.332
"951","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2017",19.731
"952","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2018",23.014
"953","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2019",26.101
"954","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2020",30.097
"955","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2021",30.331
"956","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2022",31.088
"957","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2023",31.828
"958","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2024",32.439
"959","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2025",32.934
"960","United Kingdom","Digital Advertising","Share from Digital","Social Media Share","percent","2026",33.668
"961","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2017",8006
"962","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2018",9153.758
"963","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2019",9514.696
"964","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2020",9549.483
"965","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2021",11698.141
"966","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2022",13091.908
"967","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2023",14108.339
"968","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2024",15167.873
"969","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2025",16285.712
"970","United Kingdom","Search Advertising","Ad Spending","Total","million USD (US$)","2026",17429.251
"971","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2017",5757.173
"972","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2018",6317.12
"973","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2019",6381.608
"974","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2020",6280.185
"975","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2021",7560.074
"976","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2022",8321.414
"977","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2023",8776.563
"978","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2024",9282.14
"979","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2025",9724.973
"980","United Kingdom","Search Advertising","Ad Spending","Search Advertising Desktop","million USD (US$)","2026",10159.648
"981","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2017",2248.827
"982","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2018",2836.639
"983","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2019",3133.088
"984","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2020",3269.298
"985","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2021",4138.067
"986","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2022",4770.494
"987","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2023",5331.777
"988","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2024",5885.733
"989","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2025",6560.739
"990","United Kingdom","Search Advertising","Ad Spending","Search Advertising Mobile","million USD (US$)","2026",7269.602
"991","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2017",NA
"992","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2018",14.336
"993","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2019",3.943
"994","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2020",0.366
"995","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2021",22.5
"996","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2022",11.914
"997","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2023",7.764
"998","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2024",7.51
"999","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2025",7.37
"1000","United Kingdom","Search Advertising","Ad Spending Growth","Total","percent","2026",7.022
"1001","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2017",NA
"1002","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2018",9.726
"1003","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2019",1.021
"1004","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2020",-1.589
"1005","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2021",20.38
"1006","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2022",10.071
"1007","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2023",5.47
"1008","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2024",5.761
"1009","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2025",4.771
"1010","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Desktop","percent","2026",4.47
"1011","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2017",NA
"1012","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2018",26.139
"1013","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2019",10.451
"1014","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2020",4.347
"1015","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2021",26.574
"1016","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2022",15.283
"1017","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2023",11.766
"1018","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2024",10.39
"1019","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2025",11.469
"1020","United Kingdom","Search Advertising","Ad Spending Growth","Search Advertising Mobile","percent","2026",10.805
"1021","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2017",136.449
"1022","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2018",152.597
"1023","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2019",155.684
"1024","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2020",153.852
"1025","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2021",186.086
"1026","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2022",206.094
"1027","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2023",220.183
"1028","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2024",234.994
"1029","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2025",250.713
"1030","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2026",266.805
"1031","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2017",98.121
"1032","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2018",105.309
"1033","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2019",104.419
"1034","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2020",101.18
"1035","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2021",120.261
"1036","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2022",130.996
"1037","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2023",136.972
"1038","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2024",143.807
"1039","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2025",149.713
"1040","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Desktop","USD (US$)","2026",155.523
"1041","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2017",38.327
"1042","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2018",47.288
"1043","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2019",51.265
"1044","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2020",52.672
"1045","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2021",65.826
"1046","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2022",75.097
"1047","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2023",83.211
"1048","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2024",91.187
"1049","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2025",101
"1050","United Kingdom","Search Advertising","Average Ad Spending per Internet User","Search Advertising Mobile","USD (US$)","2026",111.282
"1051","United Kingdom","Search Advertising","Usage Shares","Other","percent","2017",NA
"1052","United Kingdom","Search Advertising","Usage Shares","Other","percent","2018",NA
"1053","United Kingdom","Search Advertising","Usage Shares","Other","percent","2019",NA
"1054","United Kingdom","Search Advertising","Usage Shares","Other","percent","2020",NA
"1055","United Kingdom","Search Advertising","Usage Shares","Other","percent","2021",5
"1056","United Kingdom","Search Advertising","Usage Shares","Other","percent","2022",NA
"1057","United Kingdom","Search Advertising","Usage Shares","Other","percent","2023",NA
"1058","United Kingdom","Search Advertising","Usage Shares","Other","percent","2024",NA
"1059","United Kingdom","Search Advertising","Usage Shares","Other","percent","2025",NA
"1060","United Kingdom","Search Advertising","Usage Shares","Other","percent","2026",NA
"1061","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2017",NA
"1062","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2018",NA
"1063","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2019",NA
"1064","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2020",NA
"1065","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2021",10
"1066","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2022",NA
"1067","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2023",NA
"1068","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2024",NA
"1069","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2025",NA
"1070","United Kingdom","Search Advertising","Usage Shares","Amazon","percent","2026",NA
"1071","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2017",NA
"1072","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2018",NA
"1073","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2019",NA
"1074","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2020",NA
"1075","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2021",5
"1076","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2022",NA
"1077","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2023",NA
"1078","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2024",NA
"1079","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2025",NA
"1080","United Kingdom","Search Advertising","Usage Shares","Bing","percent","2026",NA
"1081","United Kingdom","Search Advertising","Usage Shares","Google","percent","2017",NA
"1082","United Kingdom","Search Advertising","Usage Shares","Google","percent","2018",NA
"1083","United Kingdom","Search Advertising","Usage Shares","Google","percent","2019",NA
"1084","United Kingdom","Search Advertising","Usage Shares","Google","percent","2020",NA
"1085","United Kingdom","Search Advertising","Usage Shares","Google","percent","2021",80
"1086","United Kingdom","Search Advertising","Usage Shares","Google","percent","2022",NA
"1087","United Kingdom","Search Advertising","Usage Shares","Google","percent","2023",NA
"1088","United Kingdom","Search Advertising","Usage Shares","Google","percent","2024",NA
"1089","United Kingdom","Search Advertising","Usage Shares","Google","percent","2025",NA
"1090","United Kingdom","Search Advertising","Usage Shares","Google","percent","2026",NA
"1091","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2017",23521.838
"1092","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2018",37762.207
"1093","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2019",56149.342
"1094","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2020",64385.411
"1095","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2021",NA
"1096","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2022",NA
"1097","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2023",NA
"1098","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2024",NA
"1099","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2025",NA
"1100","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alibaba Group Holding Ltd.","million USD (US$)","2026",NA
"1101","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2017",111024
"1102","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2018",136958
"1103","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2019",161402
"1104","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2020",182350
"1105","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2021",NA
"1106","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2022",NA
"1107","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2023",NA
"1108","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2024",NA
"1109","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2025",NA
"1110","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Alphabet, Inc.","million USD (US$)","2026",NA
"1111","United Kingdom","Search Advertising","Top Company Revenues (Worldwide & Consolidated)","Amazon.com, Inc.","million USD (US$)","2017",177866
